Query Sequence	GO:EggNOG GO Molecular
jg14480.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg2395.t1	GO:0001883-purine nucleoside binding(L=4)
jg2395.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg2395.t1	GO:0017076-purine nucleotide binding(L=4)
jg2395.t1	GO:0032549-ribonucleoside binding(L=4)
jg2395.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg2395.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg5105.t1	GO:0003677-DNA binding(L=4)
jg21188.t1	GO:0001883-purine nucleoside binding(L=4)
jg21188.t1	GO:0016301-kinase activity(L=4)
jg21188.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg21188.t1	GO:0017076-purine nucleotide binding(L=4)
jg21188.t1	GO:0032549-ribonucleoside binding(L=4)
jg21188.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg21188.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg16104.t1	GO:0008168-methyltransferase activity(L=4)
jg27406.t1	GO:0001883-purine nucleoside binding(L=4)
jg27406.t1	GO:0003677-DNA binding(L=4)
jg27406.t1	GO:0016301-kinase activity(L=4)
jg27406.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg27406.t1	GO:0017076-purine nucleotide binding(L=4)
jg27406.t1	GO:0032549-ribonucleoside binding(L=4)
jg27406.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg27406.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36071.t1	GO:0016831-carboxy-lyase activity(L=4)
jg36071.t1	GO:0046872-metal ion binding(L=4)
jg25124.t1	GO:0008236-serine-type peptidase activity(L=4)
jg25124.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg15372.t1	GO:0003954-NADH dehydrogenase activity(L=4)
jg15372.t1	GO:0016168-chlorophyll binding(L=4)
jg15372.t1	GO:0016655-oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor(L=4)
jg15372.t1	GO:0016831-carboxy-lyase activity(L=4)
jg15372.t1	GO:0046872-metal ion binding(L=4)
jg15372.t1	GO:0051539-4 iron, 4 sulfur cluster binding(L=4)
jg21416.t1	GO:0001883-purine nucleoside binding(L=4)
jg21416.t1	GO:0016301-kinase activity(L=4)
jg21416.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg21416.t1	GO:0017076-purine nucleotide binding(L=4)
jg21416.t1	GO:0032549-ribonucleoside binding(L=4)
jg21416.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg21416.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg34336.t1	GO:0004518-nuclease activity(L=4)
jg34336.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg34336.t1	GO:0046872-metal ion binding(L=4)
jg15508.t1	GO:0001883-purine nucleoside binding(L=4)
jg15508.t1	GO:0016301-kinase activity(L=4)
jg15508.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg15508.t1	GO:0017076-purine nucleotide binding(L=4)
jg15508.t1	GO:0032549-ribonucleoside binding(L=4)
jg15508.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg15508.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg26843.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg24985.t1	GO:0016836-hydro-lyase activity(L=4)
jg24985.t1	GO:0046872-metal ion binding(L=4)
jg8160.t1	GO:0001883-purine nucleoside binding(L=4)
jg8160.t1	GO:0016301-kinase activity(L=4)
jg8160.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg8160.t1	GO:0016763-transferase activity, transferring pentosyl groups(L=4)
jg8160.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg8160.t1	GO:0016811-hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides(L=4)
jg8160.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg8160.t1	GO:0017076-purine nucleotide binding(L=4)
jg8160.t1	GO:0032549-ribonucleoside binding(L=4)
jg8160.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg8160.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg8160.t1	GO:0051287-NAD binding(L=4)
jg8160.t1	GO:0070403-NAD+ binding(L=4)
jg16945.t1	GO:0001883-purine nucleoside binding(L=4)
jg16945.t1	GO:0016301-kinase activity(L=4)
jg16945.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg16945.t1	GO:0017076-purine nucleotide binding(L=4)
jg16945.t1	GO:0032549-ribonucleoside binding(L=4)
jg16945.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg16945.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36860.t1	GO:0046872-metal ion binding(L=4)
jg15942.t1	GO:0015157-oligosaccharide transmembrane transporter activity(L=4)
jg15942.t1	GO:0051119-sugar transmembrane transporter activity(L=4)
jg25102.t1	GO:0046872-metal ion binding(L=4)
jg21305.t1	GO:0001883-purine nucleoside binding(L=4)
jg21305.t1	GO:0016301-kinase activity(L=4)
jg21305.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg21305.t1	GO:0017076-purine nucleotide binding(L=4)
jg21305.t1	GO:0032549-ribonucleoside binding(L=4)
jg21305.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg21305.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg30730.t1	GO:0003723-RNA binding(L=4)
jg15117.t1	GO:0003677-DNA binding(L=4)
jg23155.t1	GO:0008236-serine-type peptidase activity(L=4)
jg23155.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg15408.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg15408.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg15408.t1	GO:0016763-transferase activity, transferring pentosyl groups(L=4)
jg24252.t1	GO:0004842-ubiquitin-protein transferase activity(L=4)
jg24252.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg15433.t1	GO:0001883-purine nucleoside binding(L=4)
jg15433.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg15433.t1	GO:0017076-purine nucleotide binding(L=4)
jg15433.t1	GO:0032549-ribonucleoside binding(L=4)
jg15433.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg15433.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg15172.t1	GO:0003677-DNA binding(L=4)
jg15172.t1	GO:0005048-signal sequence binding(L=4)
jg15172.t1	GO:0046872-metal ion binding(L=4)
jg15436.t1	GO:0001883-purine nucleoside binding(L=4)
jg15436.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg15436.t1	GO:0017076-purine nucleotide binding(L=4)
jg15436.t1	GO:0032549-ribonucleoside binding(L=4)
jg15436.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg15436.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg15585.t1	GO:0046872-metal ion binding(L=4)
jg15585.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg20861.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg7602.t1	GO:0004518-nuclease activity(L=4)
jg15989.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg15989.t1	GO:0050661-NADP binding(L=4)
jg15989.t1	GO:0070402-NADPH binding(L=4)
jg26970.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg8089.t1	GO:0003723-RNA binding(L=4)
jg23722.t1	GO:0001883-purine nucleoside binding(L=4)
jg23722.t1	GO:0017076-purine nucleotide binding(L=4)
jg23722.t1	GO:0032549-ribonucleoside binding(L=4)
jg23722.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg23722.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg26066.t1	GO:0001883-purine nucleoside binding(L=4)
jg26066.t1	GO:0003677-DNA binding(L=4)
jg26066.t1	GO:0003723-RNA binding(L=4)
jg26066.t1	GO:0004518-nuclease activity(L=4)
jg26066.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg26066.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg26066.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg26066.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg26066.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg26066.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg26066.t1	GO:0017076-purine nucleotide binding(L=4)
jg26066.t1	GO:0032549-ribonucleoside binding(L=4)
jg26066.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg26066.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg26066.t1	GO:0046872-metal ion binding(L=4)
jg25268.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg25268.t1	GO:0046872-metal ion binding(L=4)
jg18799.t1	GO:0003723-RNA binding(L=4)
jg18799.t1	GO:0009982-pseudouridine synthase activity(L=4)
jg18799.t1	GO:0046872-metal ion binding(L=4)
jg15796.t1	GO:0008483-transaminase activity(L=4)
jg10363.t1	GO:0003677-DNA binding(L=4)
jg10363.t1	GO:0046872-metal ion binding(L=4)
jg3836.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg25079.t1	GO:0003677-DNA binding(L=4)
jg36058.t1	GO:0030695-GTPase regulator activity(L=4)
jg12070.t1	GO:0001883-purine nucleoside binding(L=4)
jg12070.t1	GO:0003677-DNA binding(L=4)
jg12070.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12070.t1	GO:0017076-purine nucleotide binding(L=4)
jg12070.t1	GO:0032549-ribonucleoside binding(L=4)
jg12070.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12070.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12070.t1	GO:0046872-metal ion binding(L=4)
jg25743.t1	GO:0046872-metal ion binding(L=4)
jg13874.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg14668.t1	GO:0020037-heme binding(L=4)
jg14668.t1	GO:0046872-metal ion binding(L=4)
jg5466.t1	GO:0046872-metal ion binding(L=4)
jg15578.t1	GO:0000982-transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding(L=4)
jg15578.t1	GO:0001067-regulatory region nucleic acid binding(L=4)
jg15578.t1	GO:0001228-transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding(L=4)
jg15578.t1	GO:0001883-purine nucleoside binding(L=4)
jg15578.t1	GO:0003677-DNA binding(L=4)
jg15578.t1	GO:0004518-nuclease activity(L=4)
jg15578.t1	GO:0005034-osmosensor activity(L=4)
jg15578.t1	GO:0005548-phospholipid transporter activity(L=4)
jg15578.t1	GO:0008168-methyltransferase activity(L=4)
jg15578.t1	GO:0008483-transaminase activity(L=4)
jg15578.t1	GO:0009883-red or far-red light photoreceptor activity(L=4)
jg15578.t1	GO:0009884-cytokinin receptor activity(L=4)
jg15578.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg15578.t1	GO:0015267-channel activity(L=4)
jg15578.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg15578.t1	GO:0016301-kinase activity(L=4)
jg15578.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg15578.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg15578.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg15578.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg15578.t1	GO:0017076-purine nucleotide binding(L=4)
jg15578.t1	GO:0019199-transmembrane receptor protein kinase activity(L=4)
jg15578.t1	GO:0020037-heme binding(L=4)
jg15578.t1	GO:0022838-substrate-specific channel activity(L=4)
jg15578.t1	GO:0032549-ribonucleoside binding(L=4)
jg15578.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg15578.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg15578.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg15578.t1	GO:0046872-metal ion binding(L=4)
jg15578.t1	GO:0052689-carboxylic ester hydrolase activity(L=4)
jg15578.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg1696.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg1696.t1	GO:0015267-channel activity(L=4)
jg1696.t1	GO:0016646-oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor(L=4)
jg1696.t1	GO:0022838-substrate-specific channel activity(L=4)
jg15267.t1	GO:0003677-DNA binding(L=4)
jg17257.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg17257.t1	GO:0008168-methyltransferase activity(L=4)
jg15463.t1	GO:0000982-transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding(L=4)
jg15463.t1	GO:0001067-regulatory region nucleic acid binding(L=4)
jg15463.t1	GO:0001228-transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding(L=4)
jg15463.t1	GO:0001883-purine nucleoside binding(L=4)
jg15463.t1	GO:0003677-DNA binding(L=4)
jg15463.t1	GO:0004518-nuclease activity(L=4)
jg15463.t1	GO:0005034-osmosensor activity(L=4)
jg15463.t1	GO:0005548-phospholipid transporter activity(L=4)
jg15463.t1	GO:0008168-methyltransferase activity(L=4)
jg15463.t1	GO:0008483-transaminase activity(L=4)
jg15463.t1	GO:0009883-red or far-red light photoreceptor activity(L=4)
jg15463.t1	GO:0009884-cytokinin receptor activity(L=4)
jg15463.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg15463.t1	GO:0015267-channel activity(L=4)
jg15463.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg15463.t1	GO:0016301-kinase activity(L=4)
jg15463.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg15463.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg15463.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg15463.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg15463.t1	GO:0017076-purine nucleotide binding(L=4)
jg15463.t1	GO:0019199-transmembrane receptor protein kinase activity(L=4)
jg15463.t1	GO:0020037-heme binding(L=4)
jg15463.t1	GO:0022838-substrate-specific channel activity(L=4)
jg15463.t1	GO:0032549-ribonucleoside binding(L=4)
jg15463.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg15463.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg15463.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg15463.t1	GO:0046872-metal ion binding(L=4)
jg15463.t1	GO:0052689-carboxylic ester hydrolase activity(L=4)
jg15463.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg16126.t1	GO:0003677-DNA binding(L=4)
jg16126.t1	GO:0031490-chromatin DNA binding(L=4)
jg16126.t1	GO:0031491-nucleosome binding(L=4)
jg16074.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg34743.t1	GO:0004518-nuclease activity(L=4)
jg33390.t1	GO:0001883-purine nucleoside binding(L=4)
jg33390.t1	GO:0016301-kinase activity(L=4)
jg33390.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg33390.t1	GO:0017076-purine nucleotide binding(L=4)
jg33390.t1	GO:0032549-ribonucleoside binding(L=4)
jg33390.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg33390.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg8416.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg10947.t1	GO:0003677-DNA binding(L=4)
jg24968.t1	GO:0001883-purine nucleoside binding(L=4)
jg24968.t1	GO:0005548-phospholipid transporter activity(L=4)
jg24968.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg24968.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg24968.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg24968.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg24968.t1	GO:0017076-purine nucleotide binding(L=4)
jg24968.t1	GO:0032549-ribonucleoside binding(L=4)
jg24968.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg24968.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg24968.t1	GO:0046872-metal ion binding(L=4)
jg27681.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg27681.t1	GO:0046872-metal ion binding(L=4)
jg27681.t1	GO:0051287-NAD binding(L=4)
jg12143.t1	GO:0016837-carbon-oxygen lyase activity, acting on polysaccharides(L=4)
jg12143.t1	GO:0046872-metal ion binding(L=4)
jg26319.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg9032.t1	GO:0016880-acid-ammonia (or amide) ligase activity(L=4)
jg1395.t1	GO:0003677-DNA binding(L=4)
jg8403.t1	GO:0001883-purine nucleoside binding(L=4)
jg8403.t1	GO:0016301-kinase activity(L=4)
jg8403.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg8403.t1	GO:0017076-purine nucleotide binding(L=4)
jg8403.t1	GO:0032549-ribonucleoside binding(L=4)
jg8403.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg8403.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg8403.t1	GO:0052689-carboxylic ester hydrolase activity(L=4)
jg33803.t1	GO:0046872-metal ion binding(L=4)
jg33803.t1	GO:0051539-4 iron, 4 sulfur cluster binding(L=4)
jg1987.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg1987.t1	GO:0046872-metal ion binding(L=4)
jg5178.t1	GO:0003779-actin binding(L=4)
jg26094.t1	GO:0003677-DNA binding(L=4)
jg26094.t1	GO:0046872-metal ion binding(L=4)
jg35113.t1	GO:0016717-oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water(L=4)
jg35113.t1	GO:0042389-omega-3 fatty acid desaturase activity(L=4)
jg14382.t1	GO:0001883-purine nucleoside binding(L=4)
jg14382.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg14382.t1	GO:0017076-purine nucleotide binding(L=4)
jg14382.t1	GO:0032549-ribonucleoside binding(L=4)
jg14382.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg14382.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg31031.t1	GO:0046872-metal ion binding(L=4)
jg14514.t1	GO:0001883-purine nucleoside binding(L=4)
jg14514.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg14514.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg14514.t1	GO:0017076-purine nucleotide binding(L=4)
jg14514.t1	GO:0032549-ribonucleoside binding(L=4)
jg14514.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg14514.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg14514.t1	GO:0046872-metal ion binding(L=4)
jg27832.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg27832.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg27832.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg27832.t1	GO:0030695-GTPase regulator activity(L=4)
jg16764.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg16764.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg16764.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg16282.t1	GO:0001883-purine nucleoside binding(L=4)
jg16282.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg16282.t1	GO:0016301-kinase activity(L=4)
jg16282.t1	GO:0016676-oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor(L=4)
jg16282.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg16282.t1	GO:0017076-purine nucleotide binding(L=4)
jg16282.t1	GO:0032549-ribonucleoside binding(L=4)
jg16282.t1	GO:0032555-purine ribonucleotide binding(L=4)
