MSTRG.1 jg15408
MSTRG.2643 jg26744
MSTRG.26430 jg16639
MSTRG.26431 jg16644
MSTRG.26432 jg16642
MSTRG.26433 jg16643
MSTRG.26434 jg16645
MSTRG.26435 jg16647
MSTRG.26436 jg16646
MSTRG.26437 jg16649
MSTRG.26438 jg16650
MSTRG.26440 jg16651
MSTRG.26443 jg16652.1
MSTRG.26444 jg16653
MSTRG.26445 jg16654
MSTRG.26446 jg16656
MSTRG.26447 jg16655
MSTRG.26448 jg16657
MSTRG.26449 jg16658
MSTRG.2645 jg26745
MSTRG.26450 jg16659
MSTRG.26451 jg16660
MSTRG.26452 jg16661
MSTRG.26453 jg16662
MSTRG.26454 jg16663
MSTRG.26456 jg16664
MSTRG.26457 jg16665
MSTRG.26458 jg16666
MSTRG.26459 jg16668
MSTRG.2646 jg26746
MSTRG.26460 jg16667
MSTRG.26461 jg16669
MSTRG.26463 jg16670
MSTRG.26464 jg16672
MSTRG.26465 jg16673
MSTRG.26466 jg16675
MSTRG.26467 jg16676
MSTRG.26468 jg16677
MSTRG.26469 jg16678
MSTRG.2647 jg26747
MSTRG.26470 jg16679
MSTRG.26471 jg16681
MSTRG.26472 jg16680.1
MSTRG.26473 jg16682
MSTRG.26474 jg16683
MSTRG.26475 jg16684
MSTRG.26476 jg16685
MSTRG.26478 jg16686
MSTRG.26479 jg16687
MSTRG.2648 jg26749
MSTRG.26480 jg16688
MSTRG.26481 jg16689
MSTRG.26482 jg16690
MSTRG.26483 jg16691
MSTRG.26484 jg16692
MSTRG.26485 jg16693
MSTRG.26486 jg16694
MSTRG.26488 jg16695
MSTRG.26489 jg16696
MSTRG.2649 jg26748
MSTRG.26490 jg16697
MSTRG.26491 jg16698
MSTRG.26492 jg16699
MSTRG.26493 jg16700
MSTRG.26494 jg16701
MSTRG.26495 jg16702
MSTRG.26496 jg16703
MSTRG.26497 jg16704
MSTRG.26498 jg16706
MSTRG.26499 jg16707
MSTRG.265 jg15646
MSTRG.2650 jg26750
MSTRG.26500 jg16708
MSTRG.26501 jg16709
MSTRG.26502 jg16710
MSTRG.26503 jg16711
MSTRG.26504 jg16714
MSTRG.26505 jg16712
MSTRG.26506 jg16713
MSTRG.26507 jg16715
MSTRG.26508 jg16718
MSTRG.26509 jg16716.1
MSTRG.2651 jg26751
MSTRG.26510 jg16717
MSTRG.26511 jg16719
MSTRG.26512 jg16721
MSTRG.26513 jg16722
MSTRG.26514 jg16723
MSTRG.26515 jg16724
MSTRG.26516 jg16725
MSTRG.26517 jg16726.2
MSTRG.26518 jg16727
MSTRG.26519 jg16728
MSTRG.2652 jg26752
MSTRG.26520 jg16729
MSTRG.26522 jg16730
MSTRG.26523 jg16731
MSTRG.26524 jg16733
MSTRG.26525 jg16734
MSTRG.26526 jg16732
MSTRG.26527 jg16735
MSTRG.26528 jg16736
MSTRG.26529 jg16737
MSTRG.2653 jg26753
MSTRG.26530 jg16738
MSTRG.26532 jg16739
MSTRG.26533 jg16740
MSTRG.26534 jg16741
MSTRG.26535 jg16742
MSTRG.26536 jg16743.3
MSTRG.26537 jg16745
MSTRG.26538 jg16744
MSTRG.2654 jg26754
MSTRG.26540 jg16748
MSTRG.26541 jg16747
MSTRG.26544 jg16749
MSTRG.26545 jg16750
MSTRG.26546 jg16751
MSTRG.26547 jg16752
MSTRG.26548 jg16755
MSTRG.26549 jg16757
MSTRG.2655 jg26757
MSTRG.26550 jg16753
MSTRG.26551 jg16754
MSTRG.26552 jg16758
MSTRG.26553 jg16759
MSTRG.26554 jg16760
MSTRG.26555 jg16761
MSTRG.26556 jg16762
MSTRG.26557 jg16763
MSTRG.26559 jg16764.1
MSTRG.2656 jg26755
MSTRG.26560 jg16765
MSTRG.26561 jg16768
MSTRG.26562 jg16769
MSTRG.26563 jg16766
MSTRG.26564 jg16767.2
MSTRG.26565 jg16770.2
MSTRG.26566 jg16772
MSTRG.26567 jg16771
MSTRG.26568 jg16776
MSTRG.26569 jg16773
MSTRG.2657 jg26756
MSTRG.26570 jg16774
MSTRG.26571 jg16775
MSTRG.26573 jg16778
MSTRG.26574 jg16779
MSTRG.26575 jg16780
MSTRG.26576 jg16781
MSTRG.26577 jg16782
MSTRG.26578 jg16783
MSTRG.26579 jg16784
MSTRG.2658 jg26758
MSTRG.26580 jg16787
MSTRG.26582 jg16785
MSTRG.26583 jg16786
MSTRG.26584 jg16788
MSTRG.26585 jg16789
MSTRG.26586 jg16791
MSTRG.26587 jg16790
MSTRG.26588 jg16793
MSTRG.26589 jg16792
MSTRG.2659 jg26759
MSTRG.26590 jg16796
MSTRG.26591 jg16795
MSTRG.26592 jg16797
MSTRG.26593 jg16798
MSTRG.26594 jg16800
MSTRG.26595 jg16799
MSTRG.26596 jg16801
MSTRG.26597 jg16802
MSTRG.26598 jg16803
MSTRG.26599 jg16804
MSTRG.266 jg15647
MSTRG.2660 jg26760
MSTRG.26600 jg16805
MSTRG.26601 jg16806.1
MSTRG.26602 jg16807
MSTRG.26603 jg16808
MSTRG.26604 jg16810
MSTRG.26605 jg16811
MSTRG.26606 jg16809
MSTRG.26607 jg16812
MSTRG.26609 jg16813
MSTRG.2661 jg26761
MSTRG.26610 jg16816
MSTRG.26611 jg16818
MSTRG.26612 jg16814
MSTRG.26613 jg16815
MSTRG.26614 jg16819
MSTRG.26615 jg16820
MSTRG.26616 jg16821.1
MSTRG.26617 jg16822
MSTRG.26618 jg16823
MSTRG.26619 jg16824
MSTRG.2662 jg26762
MSTRG.26620 jg16825
MSTRG.26621 jg16826.1
MSTRG.26622 jg16828
MSTRG.26623 jg16829
MSTRG.26624 jg16832
MSTRG.26625 jg16830
MSTRG.26626 jg16831
MSTRG.26627 jg16833
MSTRG.26628 jg16827
MSTRG.26629 jg16834
MSTRG.2663 jg26764
MSTRG.26630 jg16835
MSTRG.26631 jg16836
MSTRG.26632 jg16837
MSTRG.26633 jg16840
MSTRG.26635 jg16838
MSTRG.26636 jg16839
MSTRG.26637 jg16841
MSTRG.26638 jg16842
MSTRG.26639 jg16843
MSTRG.2664 jg26763
MSTRG.26640 jg16844
MSTRG.26641 jg16845
MSTRG.26642 jg16846
MSTRG.26643 jg16847
MSTRG.26644 jg16848
MSTRG.26645 jg16849
MSTRG.26646 jg16851
MSTRG.26647 jg16850
MSTRG.26648 jg16852
MSTRG.26649 jg16853
MSTRG.2665 jg26765
MSTRG.26650 jg16854
MSTRG.26651 jg16855
MSTRG.26652 jg16856
MSTRG.26653 jg16857
MSTRG.26654 jg16858
MSTRG.26655 jg16859
MSTRG.26656 jg16860
MSTRG.26657 jg16861
MSTRG.26659 jg16862
MSTRG.2666 jg26766
MSTRG.26661 jg16863.1
MSTRG.26662 jg16864
MSTRG.26663 jg16865
MSTRG.26664 jg16866
MSTRG.26665 jg16867
MSTRG.26666 jg16868
MSTRG.26667 jg16872
MSTRG.26668 jg16870
MSTRG.26669 jg16869
MSTRG.2667 jg26767
MSTRG.26670 jg16871
MSTRG.26671 jg16873
MSTRG.26672 jg16876
MSTRG.26673 jg16874
MSTRG.26674 jg16875
MSTRG.26675 jg16878
MSTRG.26676 jg16879
MSTRG.26677 jg16882
MSTRG.26679 jg16881
MSTRG.26680 jg16884.1
MSTRG.26681 jg16885
MSTRG.26682 jg16886
MSTRG.26683 jg16887
MSTRG.26684 jg16890
MSTRG.26685 jg16889
MSTRG.26686 jg16892
MSTRG.26687 jg16893
MSTRG.26688 jg16891
MSTRG.26689 jg16894
MSTRG.2669 jg26768
MSTRG.26690 jg16895
MSTRG.26691 jg16896
MSTRG.26692 jg16897
MSTRG.26693 jg16898
MSTRG.26694 jg16899
MSTRG.26695 jg16900
MSTRG.26696 jg16903
MSTRG.26697 jg16901
MSTRG.26698 jg16902
MSTRG.26699 jg16904
MSTRG.267 jg15648
MSTRG.2670 jg26769
MSTRG.26700 jg16906
MSTRG.26701 jg16905
MSTRG.26702 jg16907
MSTRG.26703 jg16908
MSTRG.26704 jg16910
MSTRG.26705 jg16909
MSTRG.26706 jg16911
MSTRG.26707 jg16912
MSTRG.26708 jg16913
MSTRG.26709 jg16914
MSTRG.2671 jg26770
MSTRG.26710 jg16915
MSTRG.26711 jg16916
MSTRG.26713 jg16917
MSTRG.26714 jg16918
MSTRG.26715 jg16919
MSTRG.26716 jg16920
MSTRG.26717 jg16924
MSTRG.26718 jg16925
MSTRG.26719 jg16921
MSTRG.2672 jg26771
MSTRG.26720 jg16922
MSTRG.26721 jg16923
MSTRG.26722 jg16926
MSTRG.26723 jg16927
MSTRG.26724 jg16928
MSTRG.26725 jg16929
MSTRG.26726 jg16931
MSTRG.26727 jg16932
MSTRG.26728 jg16930
MSTRG.26729 jg16934
MSTRG.2673 jg26772
MSTRG.26730 jg16933
MSTRG.26731 jg16935
MSTRG.26732 jg16936
MSTRG.26733 jg16937
MSTRG.26734 jg16938
MSTRG.26735 jg16939
MSTRG.26737 jg16940
MSTRG.26738 jg16941
MSTRG.26739 jg16942
MSTRG.2674 jg26773
MSTRG.26740 jg16945
MSTRG.26741 jg16943
MSTRG.26742 jg16944
MSTRG.26743 jg16946
MSTRG.26744 jg16947
MSTRG.26745 jg16948
MSTRG.26746 jg16949
MSTRG.26747 jg16950
MSTRG.26748 jg16952
MSTRG.26749 jg16951
MSTRG.2675 jg26774
MSTRG.26750 jg16953
MSTRG.26751 jg16954
MSTRG.26752 jg16955
MSTRG.26753 jg16957
MSTRG.26754 jg16956
MSTRG.26755 jg16958.1
MSTRG.26756 jg16959
MSTRG.26757 jg16960
MSTRG.26758 jg16962
MSTRG.26759 jg16964
MSTRG.26760 jg16963.1
MSTRG.26761 jg16965
MSTRG.26762 jg16966
MSTRG.26763 jg16967
MSTRG.26765 jg16968
MSTRG.26766 jg16969
MSTRG.26767 jg16970
MSTRG.26768 jg16971
MSTRG.26769 jg16973
MSTRG.2677 jg26775
MSTRG.26770 jg16972
MSTRG.26771 jg16974
MSTRG.26772 jg16975
MSTRG.26773 jg16976
MSTRG.26774 jg16977.1
MSTRG.26775 jg16978
MSTRG.26776 jg16981
MSTRG.26777 jg16982
MSTRG.26778 jg16979
MSTRG.26779 jg16980
MSTRG.2678 jg26776
MSTRG.26780 jg16983
MSTRG.26781 jg16984
MSTRG.26782 jg16987
MSTRG.26783 jg16985
MSTRG.26784 jg16986
MSTRG.26786 jg16991
MSTRG.26787 jg16988
MSTRG.26788 jg16989
MSTRG.26789 jg16990
MSTRG.2679 jg26777
MSTRG.26790 jg16993
MSTRG.26791 jg16992
MSTRG.26792 jg16996
MSTRG.26793 jg16994
MSTRG.26794 jg16995
MSTRG.26795 jg16997
MSTRG.26796 jg16998
MSTRG.26797 jg16999
MSTRG.26798 jg17000
MSTRG.26799 jg17001
MSTRG.2680 jg26778.2
MSTRG.26800 jg17002
MSTRG.26802 jg17003.1
MSTRG.26803 jg17004
MSTRG.26804 jg17005
MSTRG.26806 jg17006
MSTRG.26807 jg17007
MSTRG.26808 jg17008
MSTRG.26809 jg17009.1
MSTRG.2681 jg26779
MSTRG.26810 jg17010
MSTRG.26811 jg17011
MSTRG.26812 jg17014
MSTRG.26813 jg17012
MSTRG.26814 jg17013
MSTRG.26815 jg17015
MSTRG.26816 jg17016
MSTRG.26817 jg17017
MSTRG.26818 jg17018
MSTRG.2682 jg26780
MSTRG.26820 jg17019
MSTRG.26821 jg17020
MSTRG.26822 jg17021
MSTRG.26823 jg17022
MSTRG.26824 jg17023
MSTRG.26825 jg17024
MSTRG.26826 jg17025
MSTRG.26827 jg17027
MSTRG.26828 jg17026
MSTRG.26829 jg17028
MSTRG.26830 jg17030
MSTRG.26831 jg17031
MSTRG.26833 jg17029
MSTRG.26834 jg17032
MSTRG.26835 jg17034
MSTRG.26836 jg17035
MSTRG.26837 jg17036
MSTRG.26838 jg17037
MSTRG.26839 jg17038
MSTRG.2684 jg26782
MSTRG.26841 jg17039
MSTRG.26843 jg17041
MSTRG.26844 jg17040.1
MSTRG.26845 jg17042
MSTRG.26846 jg17043
MSTRG.26847 jg17044
MSTRG.26848 jg17045
MSTRG.26849 jg17046
MSTRG.2685 jg26783
MSTRG.26850 jg17047
MSTRG.26851 jg17048
MSTRG.26852 jg17054
MSTRG.26853 jg17049
MSTRG.26854 jg17050
MSTRG.26855 jg17051
MSTRG.26856 jg17052
MSTRG.26857 jg17053
MSTRG.26858 jg17055
MSTRG.26859 jg17056
MSTRG.2686 jg26784.2
MSTRG.26860 jg17057
MSTRG.26861 jg17058
MSTRG.26862 jg17059
MSTRG.26863 jg17060
MSTRG.26864 jg17061
MSTRG.26865 jg17062
MSTRG.26866 jg17063
MSTRG.26867 jg17064
MSTRG.26868 jg17065
MSTRG.26869 jg17066
MSTRG.2687 jg26785.3
MSTRG.26870 jg17067.1
MSTRG.26871 jg17068
MSTRG.26872 jg17069
MSTRG.26873 jg17070
MSTRG.26874 jg17071
MSTRG.26875 jg17072
MSTRG.26876 jg17073
MSTRG.26877 jg17076
MSTRG.26878 jg17075
MSTRG.26879 jg17077
MSTRG.2688 jg26786
MSTRG.26880 jg17080
MSTRG.26881 jg17078
MSTRG.26882 jg17079
MSTRG.26884 jg17082
MSTRG.26885 jg17083
MSTRG.26886 jg17081
MSTRG.26887 jg17084
MSTRG.26888 jg17085
MSTRG.2689 jg26787
MSTRG.26890 jg17086
MSTRG.26891 jg17087
MSTRG.26892 jg17088
MSTRG.26893 jg17089
MSTRG.26894 jg17090
MSTRG.26895 jg17091
MSTRG.26896 jg17094
MSTRG.26897 jg17092
MSTRG.26898 jg17093
MSTRG.26899 jg17096.1
MSTRG.269 jg15649
MSTRG.26900 jg17095
MSTRG.26901 jg17097
MSTRG.26902 jg17098
MSTRG.26903 jg17101
MSTRG.26904 jg17099
MSTRG.26905 jg17100
MSTRG.26906 jg17102
MSTRG.26907 jg17103
MSTRG.26908 jg17104
MSTRG.26909 jg17105
MSTRG.2691 jg26788
MSTRG.26910 jg17106
MSTRG.26911 jg17107
MSTRG.26912 jg17110
MSTRG.26913 jg17111
MSTRG.26914 jg17112
MSTRG.26915 jg17108.1
MSTRG.26916 jg17109
MSTRG.26917 jg17113
MSTRG.26918 jg17114
MSTRG.26919 jg17117
MSTRG.2692 jg26789
MSTRG.26920 jg17118
MSTRG.26921 jg17122
MSTRG.26922 jg17115
MSTRG.26923 jg17116
MSTRG.26924 jg17119
MSTRG.26925 jg17120
MSTRG.26926 jg17123
MSTRG.26927 jg17124
MSTRG.26928 jg17125
MSTRG.26929 jg17126
MSTRG.26930 jg17127
MSTRG.26931 jg17128
MSTRG.26932 jg17129
MSTRG.26933 jg17130
MSTRG.26934 jg17131
MSTRG.26936 jg17132
MSTRG.26937 jg17133
MSTRG.26938 jg17134
MSTRG.26939 jg17135
MSTRG.2694 jg26791
MSTRG.26941 jg17136
MSTRG.26942 jg17137
MSTRG.26943 jg17138
MSTRG.26944 jg17139
MSTRG.26945 jg17140
MSTRG.26946 jg17141
MSTRG.26947 jg17142
MSTRG.26949 jg17143
MSTRG.2695 jg26790
MSTRG.26950 jg17144
MSTRG.26951 jg17145
MSTRG.26952 jg17146
MSTRG.26953 jg17147
MSTRG.26954 jg17149
MSTRG.26955 jg17150
MSTRG.26956 jg17148
MSTRG.26957 jg17151
MSTRG.26958 jg17152
MSTRG.26959 jg17153
MSTRG.26960 jg17154
MSTRG.26961 jg17156
MSTRG.26962 jg17155
MSTRG.26963 jg17157
MSTRG.26965 jg17158
MSTRG.26966 jg17159
MSTRG.26967 jg17160
MSTRG.26968 jg17161
MSTRG.26969 jg17162
MSTRG.2697 jg26792
MSTRG.26970 jg17163
MSTRG.26971 jg17164
MSTRG.26972 jg17165
MSTRG.26973 jg17166
MSTRG.26974 jg17167
MSTRG.26975 jg17168
MSTRG.26976 jg17169
MSTRG.26977 jg17170
MSTRG.26978 jg17171
MSTRG.26979 jg17172
MSTRG.2698 jg26793
MSTRG.26980 jg17173
MSTRG.26981 jg17174
MSTRG.26982 jg17178
MSTRG.26983 jg17175.1
MSTRG.26984 jg17176
MSTRG.26985 jg17177
MSTRG.26986 jg17179
MSTRG.26987 jg17180
MSTRG.26988 jg17181
MSTRG.26989 jg17182
MSTRG.2699 jg26795
MSTRG.26991 jg17183
MSTRG.26992 jg17184
MSTRG.26993 jg17185
MSTRG.26994 jg17186
MSTRG.26995 jg17187
MSTRG.26996 jg17189
MSTRG.26997 jg17190
MSTRG.26998 jg17188
MSTRG.26999 jg17191
MSTRG.27 jg15427
MSTRG.270 jg15650
MSTRG.2700 jg26794
MSTRG.27000 jg17192
MSTRG.27001 jg17194
MSTRG.27002 jg17193
MSTRG.27003 jg17195
MSTRG.27004 jg17196
MSTRG.27005 jg17197
MSTRG.27006 jg17198
MSTRG.27007 jg17200
MSTRG.27008 jg17201
MSTRG.27009 jg17202
MSTRG.2701 jg26798
MSTRG.27010 jg17203
MSTRG.27012 jg17204
MSTRG.27014 jg17205
MSTRG.27015 jg17206
MSTRG.27016 jg17207
MSTRG.27017 jg17208
MSTRG.27018 jg17209
MSTRG.27019 jg17210
MSTRG.2702 jg26796
MSTRG.27020 jg17211
MSTRG.27021 jg17212
MSTRG.27022 jg17213
MSTRG.27023 jg17214
MSTRG.27024 jg17215
MSTRG.27025 jg17216
MSTRG.27026 jg17217
MSTRG.27027 jg17218
MSTRG.27028 jg17219
MSTRG.27029 jg17220
MSTRG.2703 jg26797
MSTRG.27030 jg17221
MSTRG.27031 jg17222
MSTRG.27032 jg17223
MSTRG.27033 jg17224
MSTRG.27034 jg17226
MSTRG.27035 jg17225
MSTRG.27036 jg17227
MSTRG.27037 jg17228
MSTRG.27038 jg17229
MSTRG.27039 jg17230
MSTRG.2704 jg26799
MSTRG.27041 jg17231
MSTRG.27042 jg17232
MSTRG.27043 jg17233
MSTRG.27044 jg17234
MSTRG.27045 jg17235.1
MSTRG.27046 jg17236
MSTRG.27047 jg17237
MSTRG.27048 jg17238
MSTRG.27049 jg17239
MSTRG.2705 jg26801
MSTRG.27050 jg17240
MSTRG.27051 jg17241
MSTRG.27052 jg17242
MSTRG.27053 jg17243
MSTRG.27054 jg17244
MSTRG.27055 jg17246
MSTRG.27056 jg17245
MSTRG.27057 jg17247
MSTRG.27058 jg17248
MSTRG.27059 jg17249
MSTRG.2706 jg26800
MSTRG.27060 jg17251
MSTRG.27061 jg17253
MSTRG.27062 jg17252
MSTRG.27063 jg17254
MSTRG.27064 jg17255
MSTRG.27065 jg17256
MSTRG.27066 jg17258
MSTRG.27067 jg17259
MSTRG.27068 jg17257
MSTRG.27069 jg17260
MSTRG.2707 jg26803
MSTRG.27070 jg17262
MSTRG.27071 jg17263
MSTRG.27072 jg17261
MSTRG.27073 jg17264
MSTRG.27074 jg17265
MSTRG.27075 jg17266
MSTRG.27076 jg17267
MSTRG.27077 jg17268
MSTRG.27078 jg17269
MSTRG.27079 jg17270
MSTRG.2708 jg26802
MSTRG.27080 jg17271
MSTRG.27081 jg17272
MSTRG.27082 jg17273
MSTRG.27083 jg17274
MSTRG.27084 jg17275
MSTRG.27085 jg17278
MSTRG.27086 jg17276
MSTRG.27087 jg17277
MSTRG.27089 jg17279
MSTRG.2709 jg26804
MSTRG.27090 jg17280
MSTRG.27091 jg17281
MSTRG.27092 jg17282
MSTRG.27093 jg17283
MSTRG.27094 jg17284
MSTRG.27095 jg17285
MSTRG.27096 jg17286
MSTRG.27097 jg17287
MSTRG.27098 jg17288.1
MSTRG.27099 jg17289
MSTRG.271 jg15651
MSTRG.2710 jg26806
MSTRG.27100 jg17290
MSTRG.27101 jg17293
MSTRG.27102 jg17291
MSTRG.27103 jg17292
MSTRG.27104 jg17294
MSTRG.27105 jg17295
MSTRG.27106 jg17296
MSTRG.27107 jg17297
MSTRG.27108 jg17298
MSTRG.2711 jg26805
MSTRG.27110 jg17300
MSTRG.27111 jg17301
MSTRG.27112 jg17302
MSTRG.27113 jg17303
MSTRG.27114 jg17304
MSTRG.27115 jg17306
MSTRG.27116 jg17305
MSTRG.27117 jg17307
MSTRG.27118 jg17308
MSTRG.27119 jg17309
MSTRG.2712 jg26807
MSTRG.27120 jg17310
MSTRG.27121 jg17311
MSTRG.27122 jg17312
MSTRG.27123 jg17313
MSTRG.27124 jg17314
MSTRG.27125 jg17315
MSTRG.27126 jg17319
MSTRG.27127 jg17316
MSTRG.27128 jg17317
MSTRG.27129 jg17318
MSTRG.2713 jg26808
MSTRG.27130 jg17320
MSTRG.27131 jg17321
MSTRG.27132 jg17323
MSTRG.27133 jg17322
MSTRG.27134 jg17324
MSTRG.27135 jg17325
MSTRG.27136 jg17326
MSTRG.27137 jg17327.1
MSTRG.27138 jg17329
MSTRG.27139 jg17328.1
MSTRG.2714 jg26809
MSTRG.27140 jg17330
MSTRG.27141 jg17331
MSTRG.27142 jg17333
MSTRG.27143 jg17334
MSTRG.27144 jg17332
MSTRG.27145 jg17335
MSTRG.27146 jg17336
MSTRG.27147 jg17340
MSTRG.27148 jg17338
MSTRG.2715 jg26810
MSTRG.27150 jg17339
MSTRG.27151 jg17341
MSTRG.27152 jg17342
MSTRG.27153 jg17343
MSTRG.27154 jg17344
MSTRG.27155 jg17345
MSTRG.27156 jg17346
MSTRG.27157 jg17349
MSTRG.27158 jg17350
MSTRG.27159 jg17351
MSTRG.2716 jg26812
MSTRG.27160 jg17352
MSTRG.27161 jg17353
MSTRG.27162 jg17354
MSTRG.27163 jg17355
MSTRG.27164 jg17356
MSTRG.27165 jg17357
MSTRG.27166 jg17358
MSTRG.27167 jg17360
MSTRG.27168 jg17359
MSTRG.27169 jg17361
MSTRG.2717 jg26813
MSTRG.27170 jg17363
MSTRG.27171 jg17362
MSTRG.27172 jg17364
MSTRG.27174 jg17365.1
MSTRG.27175 jg17366
MSTRG.27176 jg17367
MSTRG.27177 jg17368
MSTRG.27178 jg17369
MSTRG.27179 jg17370
MSTRG.27180 jg17371
MSTRG.27181 jg17373
MSTRG.27182 jg17372
MSTRG.27183 jg17374
MSTRG.27184 jg17375
MSTRG.27186 jg17377
MSTRG.27187 jg17378
MSTRG.27189 jg17380
MSTRG.2719 jg26811
MSTRG.27190 jg17381
MSTRG.27191 jg17382
MSTRG.27192 jg17383
MSTRG.27193 jg17384
MSTRG.27194 jg17385
MSTRG.27195 jg17386
MSTRG.27196 jg17387
MSTRG.27197 jg17388
MSTRG.27198 jg17389
MSTRG.27199 jg17390
MSTRG.272 jg15652
MSTRG.2720 jg26814
MSTRG.27200 jg17391
MSTRG.27201 jg17393
MSTRG.27202 jg17395
MSTRG.27203 jg17396
MSTRG.27204 jg17397
MSTRG.27205 jg17398
MSTRG.27206 jg17401
MSTRG.27207 jg17399
MSTRG.27208 jg17400
MSTRG.27209 jg17402
MSTRG.2721 jg26815
MSTRG.27210 jg17403
MSTRG.27211 jg17404
MSTRG.27212 jg17405
MSTRG.27213 jg17408
MSTRG.27214 jg17406
MSTRG.27215 jg17407
MSTRG.27216 jg17411
MSTRG.27217 jg17409
MSTRG.27218 jg17410
MSTRG.27219 jg17412
MSTRG.27220 jg17414
MSTRG.27221 jg17413
MSTRG.27222 jg17415
MSTRG.27223 jg17416
MSTRG.27224 jg17417
MSTRG.27225 jg17418
MSTRG.27226 jg17419
MSTRG.27227 jg17420
MSTRG.27229 jg17423
MSTRG.2723 jg26816
MSTRG.27230 jg17424
MSTRG.27231 jg17421
MSTRG.27232 jg17422
MSTRG.27233 jg17425
MSTRG.27234 jg17426
MSTRG.27235 jg17427
MSTRG.27236 jg17428
MSTRG.27237 jg17429
MSTRG.27238 jg17432
MSTRG.27239 jg17430
MSTRG.2724 jg26817
MSTRG.27240 jg17431
MSTRG.27241 jg17433
MSTRG.27242 jg17435
MSTRG.27243 jg17434
MSTRG.27244 jg17436
MSTRG.27245 jg17437
MSTRG.27246 jg17440
MSTRG.27247 jg17438
MSTRG.27248 jg17439.1
MSTRG.27249 jg17443
MSTRG.2725 jg26818
MSTRG.27250 jg17441
MSTRG.27251 jg17444
MSTRG.27254 jg17445
MSTRG.27255 jg17446
MSTRG.27256 jg17447
MSTRG.27257 jg17448
MSTRG.27258 jg17449
MSTRG.27259 jg17450
MSTRG.27260 jg17451
MSTRG.27261 jg17452
MSTRG.27262 jg17453
MSTRG.27263 jg17455
MSTRG.27264 jg17454
MSTRG.27265 jg17457
MSTRG.27266 jg17456
MSTRG.27267 jg17458
MSTRG.27268 jg17459
MSTRG.27269 jg17462
MSTRG.2727 jg26819
MSTRG.27270 jg17460
MSTRG.27271 jg17461
MSTRG.27272 jg17463
MSTRG.27273 jg17464
MSTRG.27274 jg17465
MSTRG.27275 jg17467
MSTRG.27276 jg17466
MSTRG.27277 jg17468
MSTRG.27278 jg17469
MSTRG.27279 jg17470
MSTRG.2728 jg26820
MSTRG.27280 jg17471
MSTRG.27281 jg17474
MSTRG.27282 jg17475
MSTRG.27283 jg17472
MSTRG.27284 jg17473
MSTRG.27285 jg17476
MSTRG.27286 jg17477.1
MSTRG.27288 jg17478
MSTRG.27289 jg17479
MSTRG.2729 jg26821
MSTRG.27290 jg17480
MSTRG.27291 jg17481
MSTRG.27292 jg17482
MSTRG.27293 jg17483
MSTRG.27294 jg17484
MSTRG.27295 jg17485
MSTRG.27296 jg17486
MSTRG.27297 jg17487
MSTRG.27298 jg17488
MSTRG.27299 jg17490
MSTRG.273 jg15653
MSTRG.2730 jg26822
MSTRG.27300 jg17491
MSTRG.27301 jg17492
MSTRG.27302 jg17493
MSTRG.27303 jg17494
MSTRG.27304 jg17495
MSTRG.27305 jg17496
MSTRG.27306 jg17497
MSTRG.27307 jg17498
MSTRG.27308 jg17499
MSTRG.27309 jg17500
MSTRG.27310 jg17501
MSTRG.27312 jg17502
MSTRG.27313 jg17503
MSTRG.27314 jg17505.2
MSTRG.27316 jg17504
MSTRG.27317 jg17506
MSTRG.27319 jg17509
MSTRG.2732 jg26823
MSTRG.27320 jg17510
MSTRG.27321 jg17511
MSTRG.27322 jg17512
MSTRG.27323 jg17513
MSTRG.27324 jg17514
MSTRG.27325 jg17517
MSTRG.27327 jg17515
MSTRG.27328 jg17516
MSTRG.27329 jg17518
MSTRG.2733 jg26824
MSTRG.27330 jg17519.1
MSTRG.27331 jg17520
MSTRG.27332 jg17521
MSTRG.27333 jg17522
MSTRG.27334 jg17526
MSTRG.27336 jg17523
MSTRG.27337 jg17524
MSTRG.27338 jg17525
MSTRG.27339 jg17527
MSTRG.2734 jg26827
MSTRG.27340 jg17528
MSTRG.27341 jg17529
MSTRG.27342 jg17530
MSTRG.27343 jg17531
MSTRG.27344 jg17532
MSTRG.27345 jg17533
MSTRG.27346 jg17534
MSTRG.27347 jg17535
MSTRG.27348 jg17536
MSTRG.27349 jg17539
MSTRG.2735 jg26825
MSTRG.27350 jg17537
MSTRG.27351 jg17538
MSTRG.27352 jg17540
MSTRG.27353 jg17541
MSTRG.27354 jg17542
MSTRG.27356 jg17543
MSTRG.27357 jg17544
MSTRG.27358 jg17545
MSTRG.27359 jg17546
MSTRG.27360 jg17550
MSTRG.27361 jg17547
MSTRG.27362 jg17548
MSTRG.27363 jg17551
MSTRG.27364 jg17552
MSTRG.27365 jg17553
MSTRG.27367 jg17554
MSTRG.27369 jg17555
MSTRG.2737 jg26828
MSTRG.27370 jg17556
MSTRG.27371 jg17557
MSTRG.27372 jg17558
MSTRG.27373 jg17559
MSTRG.27374 jg17560
MSTRG.27375 jg17561
MSTRG.27376 jg17562
MSTRG.27377 jg17563
MSTRG.27378 jg17565
MSTRG.27379 jg17564
MSTRG.2738 jg26829
MSTRG.27380 jg17567
MSTRG.27381 jg17566
MSTRG.27382 jg17570
MSTRG.27383 jg17568
MSTRG.27384 jg17569
MSTRG.27385 jg17571
MSTRG.27386 jg17572
MSTRG.27387 jg17573
MSTRG.27388 jg17574
