#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PP1S39_347V6.2	3218.PP1S39_347V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=269:Pfam_Proteasome(51|232)+	Proteasome subunit beta type; The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH; Belongs to the peptidase T1B family	3.4.25.1,5923099,A9S0L2,A9S0L2_PHYPA,EC 3.4.25.1,EDQ75429.1,PHYPADRAFT_180068,PP1S39_347V6,PP1S39_347V6.1,PP1S39_347V6.2,PUT-163a-Physcomitrella_patens-37744,PUT-163a-Physcomitrella_patens-37780,Ppa.3947,Proteasome subunit beta type,T01.A10,UPI0001620CD4,UPI00024ACD31,XM_001759873,XM_001759873.1,XP_001759925,XP_001759925.1,ppp:PHYPADRAFT_180068
PP1S39_428V6.1	3218.PP1S39_428V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=361:Pfam_Ldh_1_N(44|187)+Pfam_Ldh_1_C(189|353)+	Malate dehydrogenase 	1.1.1.37,5923151,A9S0Q4,A9S0Q4_PHYPA,EC 1.1.1.37,EDQ75357.1,Malate dehydrogenase,PHYPADRAFT_162162,PP1S39_428V6,PP1S39_428V6.1,PUT-163a-Physcomitrella_patens-14747,PUT-163a-Physcomitrella_patens-719,PUT-163a-Physcomitrella_patens-7665,Ppa.19475,Ppa.7227,UPI0001620C53,XM_001759801,XM_001759801.1,XP_001759853,XP_001759853.1,ppp:PHYPADRAFT_162162
PP1S3_191V6.2	3218.PP1S3_191V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=132:PROF(1|132)+	Profilin; Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations	5915452,A9RDI7,A9RDI7_PHYPA,EDQ83013.1,PHYPADRAFT_174045,PP1S3_191V6,PP1S3_191V6.1,PP1S3_191V6.2,PP1S3_191V6.3,PUT-163a-Physcomitrella_patens-28637,Ppa.12164,Ppa.4364,Profilin,UPI000161F26D,XM_001752228,XM_001752228.1,XP_001752280,XP_001752280.1,ppp:PHYPADRAFT_174045
PP1S400_12V6.1	3218.PP1S400_12V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=161:Pfam_Usp(4|157)+	Predicted protein	5947510,A9U0C0,A9U0C0_PHYPA,EDQ50866.1,PHYPADRAFT_172977,PP1S400_12V6,PP1S400_12V6.1,PP1S400_12V6.2,PP1S400_12V6.3,PUT-163a-Physcomitrella_patens-16454634,PUT-163a-Physcomitrella_patens-16454635,PUT-163a-Physcomitrella_patens-4427,PUT-163a-Physcomitrella_patens-4640,Ppa.4805,Predicted protein,UPI0001626F3D,XM_001784252,XM_001784252.1,XP_001784304,XP_001784304.1,ppp:PHYPADRAFT_172977
PP1S400_33V6.1	3218.PP1S400_33V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=196:Pfam_Ribosomal_S7(43|196)+	Predicted protein; Belongs to the universal ribosomal protein uS7 family	5916991,5931520,5932618,5932619,5947515,A9RHY5,A9RHY5_PHYPA,PHYPADRAFT_106946,PHYPADRAFT_187157,PHYPADRAFT_200012,PHYPADRAFT_215387,PHYPADRAFT_66468,PP1S400_33V6,PP1S400_33V6.1,PUT-163a-Physcomitrella_patens-21304,Ppa.2974,Predicted protein,XM_001784271,XM_001784271.1,XP_001753712,XP_001753712.1,XP_001768339.1,XP_001769390.1,XP_001769450.1,XP_001784323,XP_001784323.1,ppp:PHYPADRAFT_66468
PP1S402_20V6.2	3218.PP1S402_20V6.2	http://smart.embl.de/smart/DDt.cgi?smart=168:	Predicted protein	5947568,A9U0G9,A9U0G9_PHYPA,EDQ50832.1,PHYPADRAFT_110625,PP1S402_20V6,PP1S402_20V6.1,PP1S402_20V6.2,PUT-163a-Physcomitrella_patens-25154634,PUT-163a-Physcomitrella_patens-25254641,Ppa.8129,Predicted protein,UPI000162727B,UPI00024B1C7C,XM_001784311,XM_001784311.1,XP_001784363,XP_001784363.1,ppp:PHYPADRAFT_110625
PP1S402_22V6.1	3218.PP1S402_22V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=289:Pfam_MttA_Hcf106(99|166)+	Predicted protein	5947570,A9U0H1,A9U0H1_PHYPA,EDQ50817.1,PHYPADRAFT_109121,PP1S402_22V6,PP1S402_22V6.1,PUT-163a-Physcomitrella_patens-26540,PUT-163a-Physcomitrella_patens-50454638,PUT-163a-Physcomitrella_patens-50454640,Ppa.3093,Predicted protein,UPI000162727D,XM_001784296,XM_001784296.1,XP_001784348,XP_001784348.1,ppp:PHYPADRAFT_109121
PP1S403_21V6.2	3218.PP1S403_21V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=464:Pfam_DUF1350(110|273)+Pfam_DUF1350(276|390)+	Predicted protein	5947606,A9U0K3,A9U0K3_PHYPA,EDQ50784.1,PHYPADRAFT_173029,PP1S403_21V6,PP1S403_21V6.1,PP1S403_21V6.2,PUT-163a-Physcomitrella_patens-16658,PUT-163a-Physcomitrella_patens-25354636,PUT-163a-Physcomitrella_patens-25454635,Ppa.8301,Predicted protein,UPI00016274B6,XM_001784327,XM_001784327.1,XP_001784379,XP_001784379.1,ppp:PHYPADRAFT_173029
PP1S403_39V6.1	3218.PP1S403_39V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=245:eIF6(3|204)+	Eukaryotic translation initiation factor 6; Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. May also be involved in ribosome biogenesis	5947609,A9U0L0,A9U0L0_PHYPA,EDQ50788.1,EIF6,Eukaryotic translation initiation factor 6,PHYPADRAFT_173032,PP1S403_39V6,PP1S403_39V6.1,PUT-163a-Physcomitrella_patens-3811,Ppa.1809,UPI00016274BD,XM_001784331,XM_001784331.1,XP_001784383,XP_001784383.1,ppp:PHYPADRAFT_173032
PP1S409_34V6.1	3218.PP1S409_34V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=115:Pfam_Ribosomal_60s(17|114)+	Predicted protein; Belongs to the eukaryotic ribosomal protein P1/P2 family	5947734,A9U0Z9,A9U0Z9_PHYPA,EDQ50649.1,PHYPADRAFT_227340,PP1S409_34V6,PP1S409_34V6.1,PUT-163a-Physcomitrella_patens-17999,PUT-163a-Physcomitrella_patens-22791,Ppa.3078,Predicted protein,UPI0001626D38,XM_001784476,XM_001784476.1,XP_001784528,XP_001784528.1,ppp:PHYPADRAFT_227340
PP1S40_127V6.1	3218.PP1S40_127V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=149:EFh(12|40)+EFh(48|76)+EFh(85|113)+EFh(121|149)+	Predicted protein	5923182,A9S0X7,A9S0X7_PHYPA,EDQ75185.1,PHYPADRAFT_180168,PP1S40_127V6,PP1S40_127V6.1,PUT-163a-Physcomitrella_patens-3340,PUT-163a-Physcomitrella_patens-3341,Predicted protein,UPI0001620D73,XM_001760008,XM_001760008.1,XP_001760060,XP_001760060.1,ppp:PHYPADRAFT_180168
PP1S40_305V6.2	3218.PP1S40_305V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=404:Pfam_Ribosomal_L4(25|267)+Pfam_Ribos_L4_asso_C(279|353)+	Predicted protein	5923201,A9S181,A9S181_PHYPA,EDQ75152.1,PHYPADRAFT_180220,PP1S40_305V6,PP1S40_305V6.1,PP1S40_305V6.2,PUT-163a-Physcomitrella_patens-26954638,PUT-163a-Physcomitrella_patens-29454638,PUT-163a-Physcomitrella_patens-29454639,PUT-163a-Physcomitrella_patens-37950,PUT-163a-Physcomitrella_patens-49371,PUT-163a-Physcomitrella_patens-49372,PUT-163a-Physcomitrella_patens-49376,PUT-163a-Physcomitrella_patens-49377,Ppa.10227,Ppa.5056,Predicted protein,UPI0001620F3E,XM_001759975,XM_001759975.1,XP_001760027,XP_001760027.1,ppp:PHYPADRAFT_180220
PP1S411_32V6.1	3218.PP1S411_32V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=280:Pfam_Ribosomal_S5(91|155)+Pfam_Ribosomal_S5_C(174|245)+	Predicted protein; Belongs to the universal ribosomal protein uS5 family	5947798,A9U156,A9U156_PHYPA,EDQ50611.1,PHYPADRAFT_173117,PP1S411_32V6,PP1S411_32V6.1,PUT-163a-Physcomitrella_patens-47591,Ppa.3681,Predicted protein,UPI0001627065,XM_001784540,XM_001784540.1,XP_001784592,XP_001784592.1,ppp:PHYPADRAFT_173117
PP1S411_3V6.1	3218.PP1S411_3V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=239:TRANS(139|161)+	Predicted protein	5947782,A9U142,A9U142_PHYPA,EDQ50603.1,PHYPADRAFT_173108,PP1S411_3V6,PP1S411_3V6.1,PUT-163a-Physcomitrella_patens-12839,PUT-163a-Physcomitrella_patens-28265,Ppa.8740,Predicted protein,UPI0001626F51,XM_001784532,XM_001784532.1,XP_001784584,XP_001784584.1,ppp:PHYPADRAFT_173108
PP1S414_8V6.1	3218.PP1S414_8V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=391:Pfam_2-Hacid_dh_C(128|322)+	Predicted protein; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	5947836,A9U188,A9U188_PHYPA,EDQ50553.1,PHYPADRAFT_173131,PP1S414_8V6,PP1S414_8V6.1,PUT-163a-Physcomitrella_patens-17771,PUT-163a-Physcomitrella_patens-41754638,PUT-163a-Physcomitrella_patens-42254640,PUT-163a-Physcomitrella_patens-42254641,PUT-163a-Physcomitrella_patens-42354632,PUT-163a-Physcomitrella_patens-42354633,Ppa.4583,Predicted protein,UPI0001627289,XM_001784569,XM_001784569.1,XP_001784621,XP_001784621.1,ppp:PHYPADRAFT_173131
PP1S41_146V6.1	3218.PP1S41_146V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=230:KH(42|111)+	Predicted protein; Belongs to the universal ribosomal protein uS3 family	5921312,5923444,5934536,A9RVF7,A9RVF7_PHYPA,PHYPADRAFT_162268,PHYPADRAFT_206021,PHYPADRAFT_234463,PP1S41_146V6,PP1S41_146V6.1,PUT-163a-Physcomitrella_patens-23919,PUT-163a-Physcomitrella_patens-38454638,Ppa.696,Predicted protein,XM_001760202,XM_001760202.1,XP_001758119,XP_001758119.1,XP_001760254,XP_001760254.1,XP_001771308.1,ppp:PHYPADRAFT_206021
PP1S41_166V6.1	3218.PP1S41_166V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=179:Pfam_DUF588(34|163)+	CASP-like protein; Belongs to the Casparian strip membrane proteins (CASP) family	5923361,A9S184,A9S184_PHYPA,CASP-like protein,EDQ75020.1,PHYPADRAFT_122734,PP1S41_166V6,PP1S41_166V6.1,Predicted protein,UPI0001620CA8,XM_001760212,XM_001760212.1,XP_001760264,XP_001760264.1,ppp:PHYPADRAFT_122734
PP1S41_172V6.1	3218.PP1S41_172V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=207:Pfam_Mnd1(16|204)+	Meiotic nuclear division protein 1 homolog; Required for proper homologous chromosome pairing and efficient cross-over and intragenic recombination during meiosis	5923460,A9S187,A9S187_PHYPA,EDQ75022.1,Meiotic nuclear division protein 1 homolog,PHYPADRAFT_207735,PP1S41_172V6,PP1S41_172V6.1,PUT-163a-Physcomitrella_patens-22754641,Ppa.18536,Predicted protein,UPI0001620CAB,XM_001760214,XM_001760214.1,XP_001760266,XP_001760266.1,ppp:PHYPADRAFT_207735
PP1S41_175V6.1	3218.PP1S41_175V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=891:Pfam_IBN_N(33|101)+Pfam_HEAT_EZ(405|459)+Pfam_HEAT(663|693)+	Predicted protein	5923365,A9S189,A9S189_PHYPA,EDQ75024.1,PHYPADRAFT_162281,PP1S41_175V6,PP1S41_175V6.1,PUT-163a-Physcomitrella_patens-43173,PUT-163a-Physcomitrella_patens-50739,Ppa.2557,Predicted protein,UPI0001620CAD,XM_001760216,XM_001760216.1,XP_001760268,XP_001760268.1,ppp:PHYPADRAFT_162281
PP1S41_233V6.1	3218.PP1S41_233V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=203:Pfam_DUF962(6|168)+	Predicted protein	5923381,A9S1B9,A9S1B9_PHYPA,EDQ75040.1,PHYPADRAFT_56656,PP1S41_233V6,PP1S41_233V6.1,Predicted protein,UPI0001620D34,XM_001760232,XM_001760232.1,XP_001760284,XP_001760284.1,ppp:PHYPADRAFT_56656
PP1S422_8V6.1	3218.PP1S422_8V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=492:Catalase(18|401)+Pfam_Catalase-rel(421|486)+	Catalase; Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide	1.11.1.6,5947966,A9U1M6,A9U1M6_PHYPA,Catalase,EC 1.11.1.6,EDQ50419.1,PHYPADRAFT_227480,PP1S422_8V6,PP1S422_8V6.1,PP1S422_8V6.2,PP1S422_8V6.3,PUT-163a-Physcomitrella_patens-1754633,PUT-163a-Physcomitrella_patens-29893,PUT-163a-Physcomitrella_patens-30048,PUT-163a-Physcomitrella_patens-30050,PUT-163a-Physcomitrella_patens-30052,PUT-163a-Physcomitrella_patens-30053,PUT-163a-Physcomitrella_patens-41763,PUT-163a-Physcomitrella_patens-5054632,Ppa.3695,Ppa.7186,UPI0001626A2B,XM_001784707,XM_001784707.1,XP_001784759,XP_001784759.1,ppp:PHYPADRAFT_227480
PP1S429_29V6.1	3218.PP1S429_29V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=396:Pfam_FBPase(75|254)+	Predicted protein	3.1.3.37,5948117,A9U222,A9U222_PHYPA,EC 3.1.3.37,EDQ50285.1,PHYPADRAFT_200440,PP1S429_29V6,PP1S429_29V6.1,PUT-163a-Physcomitrella_patens-12006,PUT-163a-Physcomitrella_patens-14031,PUT-163a-Physcomitrella_patens-33093,Ppa.7920,Predicted protein,UPI0001627296,XM_001784844,XM_001784844.1,XP_001784896,XP_001784896.1,ppp:PHYPADRAFT_200440
PP1S42_177V6.1	3218.PP1S42_177V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=492:UBQ(2|73)+Pfam_UCH_1(105|464)+	Predicted protein; Ubiquitin carboxyl-terminal hydrolase ; Belongs to the peptidase C19 family	3.4.19.12,5923581,A9S235,A9S235_PHYPA,C19.094,EC 3.4.19.12,EDQ74842.1,PHYPADRAFT_207886,PP1S42_177V6,PP1S42_177V6.1,PUT-163a-Physcomitrella_patens-23730,PUT-163a-Physcomitrella_patens-32645,PUT-163a-Physcomitrella_patens-44956,Ppa.5229,Predicted protein,UPI00016213E3,Ubiquitin carboxyl-terminal hydrolase,XM_001760399,XM_001760399.1,XP_001760451,XP_001760451.1,ppp:PHYPADRAFT_207886
PP1S42_178V6.1	3218.PP1S42_178V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=347:Pfam_DUF410(43|320)+	Predicted protein	5923675,A9S236,A9S236_PHYPA,EDQ74763.1,PHYPADRAFT_109731,PP1S42_178V6,PP1S42_178V6.1,Predicted protein,UPI00024ACE1C,XP_001760372,XP_001760372.1,ppp:PHYPADRAFT_109731
PP1S42_181V6.1	3218.PP1S42_181V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=1115:MATH(52|156)+Pfam_UCH(195|516)+COIL(528|562)+Pfam_USP7_ICP0_bdg(620|874)+Pfam_USP7_C2(883|1094)+	Predicted protein; Ubiquitin carboxyl-terminal hydrolase ; Belongs to the peptidase C19 family	3.4.19.12,5923583,A9S238,A9S238_PHYPA,EC 3.4.19.12,EDQ74843.1,PHYPADRAFT_180457,PP1S42_181V6,PP1S42_181V6.1,PUT-163a-Physcomitrella_patens-30622,PUT-163a-Physcomitrella_patens-35150,Ppa.3066,Predicted protein,UPI00016213E6,Ubiquitin carboxyl-terminal hydrolase,XM_001760400,XM_001760400.1,XP_001760452,XP_001760452.1,ppp:PHYPADRAFT_180457
PP1S42_244V6.1	3218.PP1S42_244V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=353:LisH(78|110)+CTLH(117|175)+CRA(170|264)+RING(296|339)+	Predicted protein	5923613,A9S273,A9S273_PHYPA,EDQ74782.1,PHYPADRAFT_73603,PP1S42_244V6,PP1S42_244V6.1,Predicted protein,UPI00024ACF07,XM_001760339,XM_001760339.1,XP_001760391,XP_001760391.1,ppp:PHYPADRAFT_73603
PP1S433_22V6.1	3218.PP1S433_22V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=243:Pfam_PEX11(11|233)+	Predicted protein	5948187,A9U2A1,A9U2A1_PHYPA,EDQ50202.1,PHYPADRAFT_200510,PP1S433_22V6,PP1S433_22V6.1,PUT-163a-Physcomitrella_patens-20554640,PUT-163a-Physcomitrella_patens-20854640,Ppa.6495,Predicted protein,UPI00016276EB,XM_001784929,XM_001784929.1,XP_001784981,XP_001784981.1,ppp:PHYPADRAFT_200510
PP1S43_121V6.1	3218.PP1S43_121V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=408:S_TKc(12|292)+	Predicted protein; Belongs to the protein kinase superfamily	2.7.11.22,2.7.11.23,5923827,A9S2G1,A9S2G1_PHYPA,EC 2.7.11.22,EC 2.7.11.23,EDQ74668.1,PHYPADRAFT_73705,PP1S43_121V6,PP1S43_121V6.1,Predicted protein,UPI0001621152,XM_001760541,XM_001760541.1,XP_001760593,XP_001760593.1,ppp:PHYPADRAFT_73705
PP1S43_131V6.1	3218.PP1S43_131V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=965:Pfam_PEPcase_2(475|667)+	Predicted protein	4.1.1.31,5923829,A9S2G6,A9S2G6_PHYPA,EC 4.1.1.31,EDQ74670.1,PHYPADRAFT_123085,PP1S43_131V6,PP1S43_131V6.1,Predicted protein,UPI0001621193,XM_001760543,XM_001760543.1,XP_001760595,XP_001760595.1,ppp:PHYPADRAFT_123085
PP1S43_137V6.1	3218.PP1S43_137V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=900:Pfam_Cnd1(103|266)+Alpha_adaptinC2(668|778)+B2-adapt-app_C(787|900)+	Beta-adaptin-like protein; Subunit of clathrin-associated adaptor protein complex that plays a role in protein sorting in the late-Golgi/trans-Golgi network (TGN) and/or endosomes. The AP complexes mediate both the recruitment of clathrin to membranes and the recognition of sorting signals within the cytosolic tails of transmembrane cargo molecules	5923726,A9S2H0,A9S2H0_PHYPA,Beta-adaptin-like protein,EDQ74671.1,PHYPADRAFT_105637,PP1S43_137V6,PP1S43_137V6.1,PUT-163a-Physcomitrella_patens-28782,PUT-163a-Physcomitrella_patens-48077,PUT-163a-Physcomitrella_patens-50661,Ppa.8707,Predicted protein,UPI0001621197,XM_001760544,XM_001760544.1,XP_001760596,XP_001760596.1,ppp:PHYPADRAFT_105637
PP1S43_166V6.1	3218.PP1S43_166V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=798:Pfam_tRNA_synt_1c_R1(14|171)+Pfam_tRNA_synt_1c_R2(175|269)+Pfam_tRNA-synt_1c(276|581)+Pfam_tRNA-synt_1c_C(583|769)+	Predicted protein; Belongs to the class-I aminoacyl-tRNA synthetase family	5923706,6.1.1.18,A9S2J6,A9S2J6_PHYPA,EC 6.1.1.18,EDQ74681.1,PHYPADRAFT_56726,PP1S43_166V6,PP1S43_166V6.1,PUT-163a-Physcomitrella_patens-28555,PUT-163a-Physcomitrella_patens-29981,PUT-163a-Physcomitrella_patens-5878,Ppa.6341,Predicted protein,UPI000162121A,XM_001760554,XM_001760554.1,XP_001760606,XP_001760606.1,ppp:PHYPADRAFT_56726
PP1S43_46V6.1	3218.PP1S43_46V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=180:Pfam_S10_plectin(3|95)+	Predicted protein	5923760,A9S2B5,A9S2B5_PHYPA,EDQ74645.1,PHYPADRAFT_180546,PP1S43_46V6,PP1S43_46V6.1,PUT-163a-Physcomitrella_patens-11050,PUT-163a-Physcomitrella_patens-24954633,Ppa.13888,Ppa.5051,Predicted protein,UPI00016210CC,XM_001760518,XM_001760518.1,XP_001760570,XP_001760570.1,ppp:PHYPADRAFT_180546
PP1S43_8V6.1	3218.PP1S43_8V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=163:Pfam_AhpC-TSA(6|141)+	Predicted protein	5923763,A9S298,A9S298_PHYPA,EDQ74636.1,PHYPADRAFT_180517,PP1S43_8V6,PP1S43_8V6.1,PUT-163a-Physcomitrella_patens-37489,Ppa.9529,Predicted protein,UPI0001621083,XM_001760509,XM_001760509.1,XP_001760561,XP_001760561.1,ppp:PHYPADRAFT_180517
PP1S447_19V6.1	3218.PP1S447_19V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=272:Pfam_PMSR(107|257)+	Predicted protein	1.8.4.11,5948367,A9U2S4,A9U2S4_PHYPA,EC 1.8.4.11,EDQ50031.1,PHYPADRAFT_109244,PP1S447_19V6,PP1S447_19V6.1,PUT-163a-Physcomitrella_patens-47695,PUT-163a-Physcomitrella_patens-50365,Ppa.18393,Ppa.2582,Predicted protein,UPI0001627093,XM_001785110,XM_001785110.1,XP_001785162,XP_001785162.1,ppp:PHYPADRAFT_109244
PP1S449_20V6.1	3218.PP1S449_20V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=548:Pfam_MFS_1(80|439)+TRANS(453|475)+	Nitrate transporter	5948400,A9U2V8,E1C9W6,E1C9W6_PHYPA,EDQ50004.1,NRT2,Nitrate transporter,PHYPADRAFT_154919,PP1S449_20V6,PP1S449_20V6.1,PUT-163a-Physcomitrella_patens-31404,Ppa.55,Predicted protein,Q76C03,Q76C03_PHYPA,UPI00001DF92E,XM_001785142,XM_001785142.1,XP_001785194,XP_001785194.1,ppp:PHYPADRAFT_154919
PP1S454_3V6.1	3218.PP1S454_3V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=231:KH(42|111)+	Predicted protein; Belongs to the universal ribosomal protein uS3 family	5921072,5933810,5948440,A9RUL6,A9RUL6_PHYPA,PHYPADRAFT_166897,PHYPADRAFT_178266,PHYPADRAFT_227837,PP1S454_3V6,PP1S454_3V6.1,PUT-163a-Physcomitrella_patens-39172,PUT-163a-Physcomitrella_patens-45527,PUT-163a-Physcomitrella_patens-52166,Ppa.3381,Predicted protein,XM_001785188,XM_001785188.1,XP_001757736,XP_001757736.1,XP_001770580.1,XP_001785240,XP_001785240.1,ppp:PHYPADRAFT_178266
PP1S459_10V6.1	3218.PP1S459_10V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=182:SIGNAL(1|17)+Pfam_RuBisCO_small(73|181)+	Ribulose bisphosphate carboxylase small chain; RuBisCO catalyzes two reactions: the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same active site; Belongs to the RuBisCO small chain family	4.1.1.39,5948515,A9U377,A9U377_PHYPA,DS545339,EC 4.1.1.39,EDQ49877.1,PHYPADRAFT_110675,PP1S459_10V6,PP1S459_10V6.1,PUT-163a-Physcomitrella_patens-9182,Ppa.14357,Ribulose bisphosphate carboxylase small chain,UPI0001626936,XM_001785257,XM_001785257.1,XP_001785309,XP_001785309.1,ppp:PHYPADRAFT_110675
PP1S47_40V6.1	3218.PP1S47_40V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=198:Ribosomal_S4(8|108)+S4(109|167)+	Predicted protein; Belongs to the universal ribosomal protein uS4 family	5917459,5924479,A9RK26,A9RK26_PHYPA,PHYPADRAFT_159560,PHYPADRAFT_181113,PP1S47_40V6,PP1S47_40V6.1,PUT-163a-Physcomitrella_patens-10447,Ppa.5453,Predicted protein,XM_001761192,XM_001761192.1,XP_001754369.1,XP_001761244,XP_001761244.1,ppp:PHYPADRAFT_181113
PP1S488_8V6.1	3218.PP1S488_8V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=520:Pfam_PRK(41|246)+Pfam_UPRTase(272|476)+	Uridine kinase ; Belongs to the uridine kinase family	2.7.1.48,5948790,A9U401,A9U401_PHYPA,EC 2.7.1.48,EDQ49596.1,PHYPADRAFT_173549,PP1S488_8V6,PP1S488_8V6.1,PUT-163a-Physcomitrella_patens-27580,PUT-163a-Physcomitrella_patens-42402,Ppa.1974,UPI0001626835,Uridine kinase,XM_001785532,XM_001785532.1,XP_001785584,XP_001785584.1,ppp:PHYPADRAFT_173549
PP1S48_103V6.1	3218.PP1S48_103V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=292:Pfam_Ribosomal_S2(9|109)+Pfam_Ribosomal_S2(102|175)+	40S ribosomal protein SA; Required for the assembly and/or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits	40S ribosomal protein SA,5924603,A9S4V0,A9S4V0_PHYPA,EDQ73738.1,PHYPADRAFT_105781,PP1S48_103V6,PP1S48_103V6.1,PUT-163a-Physcomitrella_patens-44280,Predicted protein,UPI0001621595,XM_001761297,XM_001761297.1,XP_001761349,XP_001761349.1,ppp:PHYPADRAFT_105781
PP1S49_191V6.1	3218.PP1S49_191V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=303:Pfam_CLP_protease(102|282)+	ATP-dependent Clp protease proteolytic subunit	3.4.21.92,5924770,A9S5E8,A9S5E8_PHYPA,ATP-dependent Clp protease proteolytic subunit,EC 3.4.21.92,EDQ73682.1,PHYPADRAFT_181451,PP1S49_191V6,PP1S49_191V6.1,PUT-163a-Physcomitrella_patens-37280,PUT-163a-Physcomitrella_patens-37336,Ppa.5050,Predicted protein,UPI00016215F8,XM_001761562,XM_001761562.1,XP_001761614,XP_001761614.1,ppp:PHYPADRAFT_181451
PP1S509_13V6.3	3218.PP1S509_13V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=338:BBOX(1|47)+BBOX(51|98)+	Predicted protein	5948936,A9U4E4,A9U4E4_PHYPA,DS545383,EDQ49465.1,PHYPADRAFT_110694,PP1S509_13V6,PP1S509_13V6.1,PP1S509_13V6.2,PP1S509_13V6.3,PP1S509_13V6.4,PUT-163a-Physcomitrella_patens-10886,PUT-163a-Physcomitrella_patens-19202,PUT-163a-Physcomitrella_patens-29852,PUT-163a-Physcomitrella_patens-39673,PUT-163a-Physcomitrella_patens-52526,Ppa.13091,Predicted protein,UPI00016271B2,XM_001785678,XM_001785678.1,XP_001785730,XP_001785730.1,ppp:PHYPADRAFT_110694
PP1S50_102V6.1	3218.PP1S50_102V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=208:Pfam_Ribosomal_L19e(3|146)+COIL(160|184)+	Ribosomal protein L19 ; Belongs to the eukaryotic ribosomal protein eL19 family	5924987,A9S5S6,A9S5S6_PHYPA,DS544939,EDQ73500.1,PHYPADRAFT_162995,PP1S50_102V6,PP1S50_102V6.1,PUT-163a-Physcomitrella_patens-2250,PUT-163a-Physcomitrella_patens-44754641,Ppa.5442,Ribosomal protein L19,UPI00016217CF,XM_001761692,XM_001761692.1,XP_001761744,XP_001761744.1,ppp:PHYPADRAFT_162995
PP1S50_83V6.1	3218.PP1S50_83V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=346:S_TKc(70|332)+	Predicted protein; Belongs to the protein kinase superfamily	2.7.12.2,5924865,A9S5R3,A9S5R3_PHYPA,EC 2.7.12.2,EDQ73493.1,PHYPADRAFT_181532,PP1S50_83V6,PP1S50_83V6.1,PP1S50_83V6.2,PUT-163a-Physcomitrella_patens-24590,PUT-163a-Physcomitrella_patens-44339,PUT-163a-Physcomitrella_patens-44381,PUT-163a-Physcomitrella_patens-44382,Ppa.5251,Predicted protein,UPI0000043D87,UPI00024AD4C6,XM_001761685,XM_001761685.1,XP_001761737,XP_001761737.1,ppp:PHYPADRAFT_181532
